0;0;0;0;land;false;unknown;0
1;77;217;213;land;true;plains;1
2;215;238;235;land;true;plains;1
3;247;135;233;land;false;plains;1
4;248;237;106;land;false;hills;1
5;216;223;227;land;false;plains;1
6;216;69;235;land;false;hills;1
7;112;237;236;land;false;forest;1
8;214;141;206;land;false;forest;1
9;190;252;171;land;false;hills;1
10;161;95;253;land;false;plains;1
11;176;140;230;land;false;forest;1
12;220;201;138;land;true;urban;1
13;143;235;222;land;false;plains;1
14;232;218;93;land;false;urban;1
15;194;204;227;land;false;plains;1
16;160;223;138;land;false;plains;1
17;134;229;158;land;false;plains;1
18;99;207;254;land;false;plains;1
19;243;150;156;land;false;plains;1
20;191;233;143;land;true;plains;1
21;219;222;210;land;true;plains;1
22;193;206;136;land;false;plains;1
23;160;247;247;land;true;plains;1
24;94;250;254;land;true;forest;1
25;167;244;137;land;false;plains;1
26;197;172;195;land;false;plains;1
27;234;161;243;land;true;plains;1
28;250;147;111;land;false;plains;1
29;161;193;244;land;false;plains;1
30;122;146;233;land;false;plains;1
31;174;154;233;land;false;plains;1
32;100;201;212;land;false;plains;1
33;110;177;251;land;false;plains;1
34;232;131;165;land;false;plains;1
35;206;175;229;land;false;forest;1
36;184;229;253;land;false;mountain;1
37;160;249;198;land;false;plains;1
38;198;103;211;land;false;plains;1
39;226;137;202;land;false;plains;1
40;195;180;249;land;true;plains;1
41;213;187;210;land;false;plains;1
42;238;176;202;land;false;mountain;1
43;254;213;120;land;true;plains;1
44;167;148;204;land;false;plains;1
45;240;97;243;land;false;plains;1
46;179;237;166;land;false;plains;1
47;190;157;239;land;false;plains;1
48;240;88;208;land;true;plains;1
49;169;176;219;land;true;desert;1
50;173;201;190;land;false;plains;1
51;174;164;217;land;false;plains;1
52;225;241;92;land;false;plains;1
53;153;240;120;land;false;plains;1
54;201;180;201;land;false;plains;1
55;233;77;238;land;true;plains;1
56;254;223;192;land;false;plains;1
57;217;220;234;land;false;plains;1
58;70;237;250;land;true;plains;1
59;194;147;220;land;false;mountain;1
60;243;91;173;land;true;plains;1
61;236;145;213;land;false;plains;1
62;228;246;108;land;false;plains;1
63;216;157;208;land;false;mountain;1
64;177;160;169;land;false;plains;1
65;235;124;230;land;false;plains;1
66;170;163;237;land;true;plains;1
67;205;234;115;land;false;plains;1
68;146;233;182;land;true;desert;1
69;125;153;227;land;false;plains;1
70;25;247;230;land;false;plains;1
71;188;202;188;land;false;plains;1
72;219;153;194;land;false;plains;1
73;236;106;159;land;false;plains;1
74;186;126;226;land;false;forest;1
75;239;172;108;land;false;hills;1
76;234;172;168;land;false;forest;1
77;178;223;168;land;false;plains;1
78;235;245;242;land;false;forest;1
79;240;180;178;land;false;plains;1
80;204;215;150;land;false;hills;1
81;250;179;165;land;false;plains;1
82;217;128;225;land;false;plains;1
83;158;233;182;land;true;plains;1
84;126;172;203;land;false;forest;1
85;243;186;101;land;false;plains;1
86;252;133;199;land;false;plains;1
87;159;190;191;land;false;plains;1
88;244;238;110;land;false;plains;1
89;236;224;136;land;false;plains;1
90;209;92;228;land;false;plains;1
91;83;194;226;land;false;plains;1
92;250;172;242;land;false;plains;1
93;118;237;160;land;true;plains;1
94;243;173;100;land;false;plains;1
95;244;47;211;land;false;plains;1
96;198;239;200;land;false;plains;1
97;252;210;243;land;false;plains;1
98;159;215;216;land;false;forest;1
99;121;198;234;land;true;plains;1
100;126;159;223;land;true;forest;1
101;171;140;204;land;true;plains;1
102;205;170;195;land;false;mountain;1
103;242;104;196;land;false;forest;1
104;249;211;208;land;true;plains;1
105;215;54;252;land;false;plains;1
106;217;159;192;land;false;hills;1
107;197;233;214;land;true;plains;1
108;240;188;185;land;false;plains;1
109;179;209;209;land;false;plains;1
110;208;233;231;land;false;plains;1
111;254;148;190;land;false;desert;1
112;121;238;165;land;false;forest;1
113;105;243;249;land;true;desert;1
114;253;97;189;land;false;plains;1
115;213;189;218;land;false;forest;1
116;233;141;249;land;true;urban;1
117;201;97;221;land;false;mountain;1
118;208;102;240;land;true;plains;1
119;204;232;187;land;false;plains;1
120;254;177;86;land;false;plains;1
121;250;94;160;land;false;mountain;1
122;177;158;249;land;true;plains;1
123;208;59;252;land;false;desert;1
124;185;196;203;land;false;mountain;1
125;149;148;227;land;false;plains;1
126;230;190;205;land;false;plains;1
127;230;223;193;land;false;plains;1
128;124;172;219;land;false;plains;1
129;183;242;223;land;false;forest;1
130;80;250;249;land;true;plains;1
131;156;146;221;land;false;plains;1
132;222;243;188;land;false;desert;1
133;92;249;202;land;false;plains;1
134;199;242;85;land;false;hills;1
135;249;239;216;land;false;plains;1
136;168;207;142;land;false;desert;1
137;159;179;247;land;false;mountain;1
138;198;202;123;land;false;hills;1
139;236;127;167;land;false;plains;1
140;198;178;225;land;false;desert;1
141;183;235;182;land;false;plains;1
142;226;132;200;land;false;plains;1
143;190;147;172;land;true;plains;1
144;133;236;194;land;true;desert;1
145;132;131;248;land;true;plains;1
146;116;211;233;land;false;mountain;1
147;230;211;113;land;false;plains;1
148;238;50;213;land;true;plains;1
149;235;89;189;land;false;plains;1
150;233;240;175;land;true;plains;1
151;232;148;169;land;false;plains;1
152;94;241;213;land;false;plains;1
153;168;142;222;land;true;plains;1
154;206;130;232;land;false;plains;1
155;207;106;233;land;false;hills;1
156;146;229;163;land;false;plains;1
157;192;227;114;land;false;plains;1
158;167;152;188;land;false;plains;1
159;120;229;163;land;false;plains;1
160;154;237;172;land;false;plains;1
161;224;230;139;land;false;forest;1
162;65;248;193;land;false;plains;1
163;96;202;218;land;true;plains;1
164;121;203;231;land;false;plains;1
165;251;183;108;land;false;plains;1
166;135;197;213;land;false;hills;1
167;244;80;181;land;true;plains;1
168;212;193;229;land;false;plains;1
169;172;214;188;land;false;desert;1
170;146;246;141;land;false;plains;1
171;242;193;128;land;false;plains;1
172;181;254;249;land;false;plains;1
173;147;147;209;land;true;plains;1
174;249;204;218;land;false;plains;1
175;163;180;222;land;true;mountain;1
176;202;217;229;land;false;forest;1
177;230;156;138;land;true;desert;1
178;196;253;168;land;true;plains;1
179;235;203;205;land;true;plains;1
180;239;240;105;land;false;forest;1
181;214;214;90;land;false;plains;1
182;127;227;248;land;false;plains;1
183;117;246;153;land;false;plains;1
184;240;238;82;land;false;hills;1
185;216;156;137;land;true;plains;1
186;250;144;179;land;true;plains;1
187;70;247;206;land;true;plains;1
188;254;83;247;land;false;plains;1
189;233;212;142;land;false;mountain;1
190;147;217;217;land;false;plains;1
191;240;174;236;land;false;plains;1
192;210;174;159;land;false;plains;1
193;174;150;184;land;false;forest;1
194;189;197;154;land;true;desert;1
195;187;142;176;land;false;plains;1
196;185;192;241;land;false;plains;1
197;215;196;130;land;false;plains;1
198;201;217;222;land;true;plains;1
199;216;248;71;land;true;plains;1
200;199;196;176;land;false;hills;1
