1;0;3619.00;10.37;696.00;0.00;0.32
2;0;3187.00;10.10;949.00;0.00;0.16
3;0;1916.00;10.40;1437.00;0.00;0.44
4;0;2048.00;13.02;1196.00;0.00;0.40
5;0;3587.00;10.60;1328.00;0.00;0.32
6;0;3665.00;11.20;1471.00;0.00;0.40
7;0;1941.00;10.67;1548.00;0.00;0.52
8;0;2009.00;11.45;1526.00;0.00;0.44
9;0;1903.00;11.05;1034.00;0.00;0.28
10;0;3646.00;10.25;1128.00;0.00;0.28
11;0;1945.00;10.20;1514.00;0.00;0.44
12;0;2975.00;10.60;1515.00;0.00;0.44
13;0;1952.00;11.05;970.00;0.00;0.32
14;0;2166.00;12.35;1148.00;0.00;0.32
15;0;2214.00;10.70;1639.00;0.00;0.52
16;0;2134.00;13.45;1738.00;0.00;0.60
17;0;3915.00;10.80;1148.00;0.00;0.28
18;0;2007.00;13.05;1452.00;0.00;0.40
19;0;2171.00;11.55;944.00;0.00;0.24
20;0;3520.00;10.20;697.00;0.00;0.32
21;0;1776.00;10.40;1124.00;0.00;0.32
22;0;2099.00;11.65;838.00;0.00;0.32
23;0;3882.00;10.35;1732.00;0.00;0.48
24;0;2287.00;10.10;808.00;0.00;0.28
25;0;2025.00;13.37;1113.00;0.00;0.32
26;0;2042.00;10.87;1623.00;0.00;0.44
27;0;1846.00;10.25;1049.00;0.00;0.40
28;0;3029.00;11.90;1776.00;0.00;0.56
29;0;3484.00;10.47;1365.00;0.00;0.36
30;0;3478.00;10.75;982.00;0.00;0.32
31;0;3636.00;10.02;1243.00;0.00;0.28
32;0;2190.00;10.50;1746.00;0.00;0.64
33;0;3526.00;10.95;909.00;0.00;0.28
34;0;1972.00;11.10;1422.00;0.00;0.36
35;0;2266.00;10.82;759.00;0.00;0.28
36;0;1903.00;15.65;1316.00;0.00;0.36
37;0;3587.00;10.45;1011.00;0.00;0.24
38;0;3680.00;11.12;1117.00;0.00;0.32
39;0;2192.00;10.90;1635.00;0.00;0.60
40;0;1739.00;10.07;1234.00;0.00;0.36
41;0;2930.00;10.82;866.00;0.00;0.32
42;0;2275.00;15.87;1120.00;0.00;0.24
43;0;3744.00;10.10;1552.00;0.00;0.36
44;0;3915.00;11.22;1240.00;0.00;0.36
45;0;1901.00;13.35;1166.00;0.00;0.36
46;0;3264.00;10.30;856.00;0.00;0.28
47;0;2056.00;11.35;1322.00;0.00;0.40
48;0;3019.00;10.15;872.00;0.00;0.24
49;0;2401.00;10.10;1402.00;0.00;0.40
50;0;2364.00;10.70;1205.00;0.00;0.28
51;0;3781.00;10.80;1032.00;0.00;0.28
52;0;3474.00;10.45;1022.00;0.00;0.32
53;0;2107.00;11.40;883.00;0.00;0.32
54;0;3498.00;10.30;1372.00;0.00;0.36
55;0;2277.00;10.30;1740.00;0.00;0.52
56;0;3680.00;10.40;1247.00;0.00;0.28
57;0;2131.00;10.30;1589.00;0.00;0.40
58;0;3224.00;10.42;1713.00;0.00;0.64
59;0;3765.00;12.67;880.00;0.00;0.36
60;0;3243.00;10.30;960.00;0.00;0.32
61;0;2214.00;10.40;1570.00;0.00;0.48
62;0;1912.00;13.30;1141.00;0.00;0.32
63;0;3696.00;11.92;869.00;0.00;0.32
64;0;1942.00;12.75;1100.00;0.00;0.36
65;0;3068.00;11.40;1624.00;0.00;0.40
66;0;3916.00;10.20;1194.00;0.00;0.28
67;0;2118.00;11.57;870.00;0.00;0.32
68;0;3343.00;10.32;1058.00;0.00;0.28
69;0;3551.00;10.32;821.00;0.00;0.40
70;0;3714.00;10.42;1120.00;0.00;0.28
71;0;2176.00;11.27;1704.00;0.00;0.56
72;0;3621.00;10.40;1360.00;0.00;0.32
73;0;2216.00;10.80;1713.00;0.00;0.60
74;0;2093.00;12.00;1145.00;0.00;0.32
75;0;3814.00;16.40;1230.00;0.00;0.28
76;0;2036.00;10.80;1572.00;0.00;0.52
77;0;3602.00;10.30;1384.00;0.00;0.36
78;0;2123.00;10.65;795.00;0.00;0.32
79;0;2261.00;11.25;1636.00;0.00;0.56
80;0;2101.00;15.80;1199.00;0.00;0.32
81;0;3465.00;10.80;1132.00;0.00;0.28
82;0;3692.00;10.60;1207.00;0.00;0.28
83;0;3992.00;10.10;1147.00;0.00;0.16
84;0;1875.00;10.82;1437.00;0.00;0.36
85;0;1901.00;12.90;1134.00;0.00;0.28
86;0;1771.00;10.00;1662.00;0.00;0.52
87;0;3735.00;10.45;1159.00;0.00;0.32
88;0;1986.00;12.30;1676.00;0.00;0.52
89;0;1738.00;10.40;1276.00;0.00;0.32
90;0;3771.00;11.55;1088.00;0.00;0.24
91;0;1814.00;11.52;1635.00;0.00;0.56
92;0;2113.00;12.10;1755.00;0.00;0.64
93;0;3305.00;10.10;752.00;0.00;0.32
94;0;1931.00;13.40;1147.00;0.00;0.32
95;0;2364.00;11.27;1485.00;0.00;0.40
96;0;3786.00;11.20;1061.00;0.00;0.44
97;0;2075.00;10.35;826.00;0.00;0.24
98;0;2132.00;13.00;1124.00;0.00;0.32
99;0;3406.00;10.32;576.00;0.00;0.44
100;0;2159.00;10.07;651.00;0.00;0.36
101;0;3504.00;10.35;1219.00;0.00;0.20
102;0;1966.00;15.05;1238.00;0.00;0.36
103;0;2151.00;10.85;725.00;0.00;0.32
104;0;2235.00;10.75;1754.00;0.00;0.68
105;0;1945.00;13.72;1612.00;0.00;0.48
106;0;3737.00;12.50;986.00;0.00;0.24
107;0;2569.00;10.30;1539.00;0.00;0.36
108;0;1958.00;13.07;1656.00;0.00;0.60
109;0;3581.00;11.20;663.00;0.00;0.44
110;0;2010.00;12.57;1471.00;0.00;0.36
111;0;3431.00;10.90;1179.00;0.00;0.32
